title,wikipedia_link
Madagascar: Escape 2 Africa,https://en.wikipedia.org/wiki/Madagascar:_Escape_2_Africa
Madagascar 3: Europe's Most Wanted,https://en.wikipedia.org/wiki/Madagascar_3:_Europe%27s_Most_Wanted
Shrek,https://en.wikipedia.org/wiki/Shrek
Shrek 2,https://en.wikipedia.org/wiki/Shrek_2
Shrek the Third,https://en.wikipedia.org/wiki/Shrek_the_Third
Kung Fu Panda,https://en.wikipedia.org/wiki/Kung_Fu_Panda_(film)
Kung Fu Panda 2,https://en.wikipedia.org/wiki/Kung_Fu_Panda_2
Kung Fu Panda 3,https://en.wikipedia.org/wiki/Kung_Fu_Panda_3
The Princess and the Frog,https://en.wikipedia.org/wiki/The_Princess_and_the_Frog
Tangled,https://en.wikipedia.org/wiki/Tangled
Brave,https://en.wikipedia.org/wiki/Brave_(2012_film)
Wreck-It Ralph,https://en.wikipedia.org/wiki/Wreck-It_Ralph
Frozen,https://en.wikipedia.org/wiki/Frozen_(2013_film)
Big Hero 6,https://en.wikipedia.org/wiki/Big_Hero_6_(film)
The Good Dinosaur,https://en.wikipedia.org/wiki/The_Good_Dinosaur
Moana,https://en.wikipedia.org/wiki/Moana_(2016_film)
Coco,https://en.wikipedia.org/wiki/Coco_(2017_film)
Raya and the Last Dragon,https://en.wikipedia.org/wiki/Raya_and_the_Last_Dragon
Luca,https://en.wikipedia.org/wiki/Luca_(2021_film)
Encanto,https://en.wikipedia.org/wiki/Encanto
Leo,https://en.wikipedia.org/wiki/Leo_(2023_American_film)
The Muppet Movie,https://en.wikipedia.org/wiki/The_Muppet_Movie
The Great Muppet Caper,https://en.wikipedia.org/wiki/The_Great_Muppet_Caper
The Muppets Take Manhattan,https://en.wikipedia.org/wiki/The_Muppets_Take_Manhattan
The Muppet Christmas Carol,https://en.wikipedia.org/wiki/The_Muppet_Christmas_Carol
Muppet Treasure Island,https://en.wikipedia.org/wiki/Muppet_Treasure_Island
The Muppets,https://en.wikipedia.org/wiki/The_Muppets_(film)
Muppets Most Wanted,https://en.wikipedia.org/wiki/Muppets_Most_Wanted
Diary of a Wimpy Kid,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid_(2010_film)
Diary of a Wimpy Kid: Rodrick Rules,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Rodrick_Rules_(2011_film)
Diary of a Wimpy Kid: Dog Days,https://en.wikipedia.org/wiki/Diary_of_a_Wimpy_Kid:_Dog_Days_(film)
Matilda,https://en.wikipedia.org/wiki/Matilda_(1996_film)
Despicable Me,https://en.wikipedia.org/wiki/Despicable_Me_(film)
Minions,https://en.wikipedia.org/wiki/Minions_(film)
The BFG,https://en.wikipedia.org/wiki/The_BFG_(1989_film)
A Grand Day Out,https://en.wikipedia.org/wiki/A_Grand_Day_Out
The Wrong Trousers,https://en.wikipedia.org/wiki/The_Wrong_Trousers
Wallace and Gromit: A Close Shave,https://en.wikipedia.org/wiki/A_Close_Shave
Wallace & Gromit: The Curse of the Were-Rabbit,https://en.wikipedia.org/wiki/Wallace_%26_Gromit:_The_Curse_of_the_Were-Rabbit
A Matter of Loaf and Death,https://en.wikipedia.org/wiki/A_Matter_of_Loaf_and_Death
Kirikou and the Sorceress,https://en.wikipedia.org/wiki/Kirikou_and_the_Sorceress
Neuilly Yo Mama!,https://en.wikipedia.org/wiki/Neuilly_Yo_Mama!
Ramayana: The Legend of Prince Rama,https://en.wikipedia.org/wiki/Ramayana:_The_Legend_of_Prince_Rama
Ace Ventura: Pet Detective,https://en.wikipedia.org/wiki/Ace_Ventura:_Pet_Detective
Writing With Fire,https://en.wikipedia.org/wiki/Writing_with_Fire
Bitter Lake,https://en.wikipedia.org/wiki/Bitter_Lake_(film)
HyperNormalisation,https://en.wikipedia.org/wiki/HyperNormalisation
Seaspiracy,https://en.wikipedia.org/wiki/Seaspiracy
Get Me Roger Stone,https://en.wikipedia.org/wiki/Get_Me_Roger_Stone
jeen-yuhs: A Kanye Trilogy,https://en.wikipedia.org/wiki/Jeen-Yuhs
Wrestling Isn't Wrestling,https://en.wikipedia.org/wiki/Wrestling_Isn%27t_Wrestling
Senna,https://en.wikipedia.org/wiki/Senna_(film)
The Kid,https://en.wikipedia.org/wiki/The_Kid_(1921_film)
A Woman of Paris,https://en.wikipedia.org/wiki/A_Woman_of_Paris
The Gold Rush,https://en.wikipedia.org/wiki/The_Gold_Rush
The Circus,https://en.wikipedia.org/wiki/The_Circus_(1928_film)
City Lights,https://en.wikipedia.org/wiki/City_Lights
Modern Times,https://en.wikipedia.org/wiki/Modern_Times_(film)
The Great Dictator,https://en.wikipedia.org/wiki/The_Great_Dictator
Monsieur Verdoux,https://en.wikipedia.org/wiki/Monsieur_Verdoux
Limelight,https://en.wikipedia.org/wiki/Limelight_(1952_film)
A King in New York,https://en.wikipedia.org/wiki/A_King_in_New_York
A Countess from Hong Kong,https://en.wikipedia.org/wiki/A_Countess_from_Hong_Kong
Grown Ups,https://en.wikipedia.org/wiki/Grown_Ups_(film)
Grown Ups 2,https://en.wikipedia.org/wiki/Grown_Ups_2
American Pie,https://en.wikipedia.org/wiki/American_Pie_(film)
American Pie 2,https://en.wikipedia.org/wiki/American_Pie_2
American Wedding,https://en.wikipedia.org/wiki/American_Wedding
American Reunion,https://en.wikipedia.org/wiki/American_Reunion
Ride Along,https://en.wikipedia.org/wiki/Ride_Along_(film)
Ride Along 2,https://en.wikipedia.org/wiki/Ride_Along_2
The Hangover,https://en.wikipedia.org/wiki/The_Hangover
The Hangover Part II,https://en.wikipedia.org/wiki/The_Hangover_Part_II
The Hangover Part III,https://en.wikipedia.org/wiki/The_Hangover_Part_III
Ali G Indahouse,https://en.wikipedia.org/wiki/Ali_G_Indahouse
Borat,https://en.wikipedia.org/wiki/Borat
Brüno,https://en.wikipedia.org/wiki/Br%C3%BCno
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,https://en.wikipedia.org/wiki/Borat_Subsequent_Moviefilm
Coming to America,https://en.wikipedia.org/wiki/Coming_to_America
Friday,https://en.wikipedia.org/wiki/Friday_(1995_film)
Rush Hour,https://en.wikipedia.org/wiki/Rush_Hour_(1998_film)
Rush Hour 2,https://en.wikipedia.org/wiki/Rush_Hour_2
Rush Hour 3,https://en.wikipedia.org/wiki/Rush_Hour_3
21 Jump Street,https://en.wikipedia.org/wiki/21_Jump_Street_(film)
22 Jump Street,https://en.wikipedia.org/wiki/22_Jump_Street
Good Boys,https://en.wikipedia.org/wiki/Good_Boys_(film)
Superbad,https://en.wikipedia.org/wiki/Superbad
White Chicks,https://en.wikipedia.org/wiki/White_Chicks
Ted,https://en.wikipedia.org/wiki/Ted_(film)
Monty Python and the Holy Grail,https://en.wikipedia.org/wiki/Monty_Python_and_the_Holy_Grail
Monty Python's Life of Brian,https://en.wikipedia.org/wiki/Monty_Python%27s_Life_of_Brian
Monty Python's The Meaning of Life,https://en.wikipedia.org/wiki/Monty_Python%27s_The_Meaning_of_Life
The Mask,https://en.wikipedia.org/wiki/The_Mask_(1994_film)
The Dictator,https://en.wikipedia.org/wiki/The_Dictator_(2012_film)
Akira,https://en.wikipedia.org/wiki/Akira_(1988_film)
Dune,https://en.wikipedia.org/wiki/Dune_(2021_film)
Dune: Part Two,https://en.wikipedia.org/wiki/Dune:_Part_Two
Sadhna,https://en.wikipedia.org/wiki/Sadhna_(film)
Arrival,https://en.wikipedia.org/wiki/Arrival_(film)
Alien,https://en.wikipedia.org/wiki/Alien_(film)
Aftersun,https://en.wikipedia.org/wiki/Aftersun
2001: A Space Odyssey,https://en.wikipedia.org/wiki/2001:_A_Space_Odyssey
Eyes Wide Shut,https://en.wikipedia.org/wiki/Eyes_Wide_Shut
The Shining,https://en.wikipedia.org/wiki/The_Shining_(film)
This Is England,https://en.wikipedia.org/wiki/This_Is_England
El Camino: A Breaking Bad Movie,https://en.wikipedia.org/wiki/El_Camino:_A_Breaking_Bad_Movie
Pulp Fiction,https://en.wikipedia.org/wiki/Pulp_Fiction
Eternal Sunshine of the Spotless Mind,https://en.wikipedia.org/wiki/Eternal_Sunshine_of_the_Spotless_Mind
Taxi Driver,https://en.wikipedia.org/wiki/Taxi_Driver
Moonlight,https://en.wikipedia.org/wiki/Moonlight_(2016_film)
The Shawshank Redemption,https://en.wikipedia.org/wiki/The_Shawshank_Redemption
The Pianist,https://en.wikipedia.org/wiki/The_Pianist_(2002_film)
Schindler's List,https://en.wikipedia.org/wiki/Schindler%27s_List
The Grand Budapest Hotel,https://en.wikipedia.org/wiki/The_Grand_Budapest_Hotel
Mulholland Drive,https://en.wikipedia.org/wiki/Mulholland_Drive_(film)
Raging Bull,https://en.wikipedia.org/wiki/Raging_Bull
"The Good, the Bad and the Ugly","https://en.wikipedia.org/wiki/The_Good,_the_Bad_and_the_Ugly"
Parasite,https://en.wikipedia.org/wiki/Parasite_(2019_film)
Oldboy,https://en.wikipedia.org/wiki/Oldboy_(2003_film)
The Handmaiden,https://en.wikipedia.org/wiki/The_Handmaiden
The Wailing,https://en.wikipedia.org/wiki/The_Wailing_(2016_film)
American Psycho,https://en.wikipedia.org/wiki/American_Psycho_(film)
The Whale,https://en.wikipedia.org/wiki/The_Whale_(2022_film)
Iron Man,https://en.wikipedia.org/wiki/Iron_Man_(2008_film)
The Incredible Hulk,https://en.wikipedia.org/wiki/The_Incredible_Hulk_(film)
Iron Man 2,https://en.wikipedia.org/wiki/Iron_Man_2
Thor,https://en.wikipedia.org/wiki/Thor_(film)
Captain America: The First Avenger,https://en.wikipedia.org/wiki/Captain_America:_The_First_Avenger
The Avengers,https://en.wikipedia.org/wiki/The_Avengers_(2012_film)
Iron Man 3,https://en.wikipedia.org/wiki/Iron_Man_3
Thor: The Dark World,https://en.wikipedia.org/wiki/Thor:_The_Dark_World
Captain America: The Winter Soldier,https://en.wikipedia.org/wiki/Captain_America:_The_Winter_Soldier
Guardians of the Galaxy,https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_(film)
Avengers: Age of Ultron,https://en.wikipedia.org/wiki/Avengers:_Age_of_Ultron
Ant-Man,https://en.wikipedia.org/wiki/Ant-Man_(film)
Captain America: Civil War,https://en.wikipedia.org/wiki/Captain_America:_Civil_War
Doctor Strange,https://en.wikipedia.org/wiki/Doctor_Strange_(2016_film)
Guardians of the Galaxy Vol. 2,https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_Vol._2
Spider-Man: Homecoming,https://en.wikipedia.org/wiki/Spider-Man:_Homecoming
Thor: Ragnarok,https://en.wikipedia.org/wiki/Thor:_Ragnarok
Black Panther,https://en.wikipedia.org/wiki/Black_Panther_(film)
Avengers: Infinity War,https://en.wikipedia.org/wiki/Avengers:_Infinity_War
Ant-Man and the Wasp,https://en.wikipedia.org/wiki/Ant-Man_and_the_Wasp
Captain Marvel,https://en.wikipedia.org/wiki/Captain_Marvel_(film)
Avengers: Endgame,https://en.wikipedia.org/wiki/Avengers:_Endgame
Spider-Man: Far From Home,https://en.wikipedia.org/wiki/Spider-Man:_Far_From_Home
Black Widow,https://en.wikipedia.org/wiki/Black_Widow_(2021_film)
Shang-Chi and the Legend of the Ten Rings,https://en.wikipedia.org/wiki/Shang-Chi_and_the_Legend_of_the_Ten_Rings
Eternals,https://en.wikipedia.org/wiki/Eternals_(film)
Spider-Man: No Way Home,https://en.wikipedia.org/wiki/Spider-Man:_No_Way_Home
Doctor Strange in the Multiverse of Madness,https://en.wikipedia.org/wiki/Doctor_Strange_in_the_Multiverse_of_Madness
Thor: Love and Thunder,https://en.wikipedia.org/wiki/Thor:_Love_and_Thunder
Spider-Man: Into the Spider-Verse,https://en.wikipedia.org/wiki/Spider-Man:_Into_the_Spider-Verse
Spider-Man: Across the Spider-Verse,https://en.wikipedia.org/wiki/Spider-Man:_Across_the_Spider-Verse
The Batman,https://en.wikipedia.org/wiki/The_Batman_(film)
Joker,https://en.wikipedia.org/wiki/Joker_(2019_film)
Knives Out,https://en.wikipedia.org/wiki/Knives_Out
Glass Onion: A Knives Out Mystery,https://en.wikipedia.org/wiki/Glass_Onion:_A_Knives_Out_Mystery
The Great Gatsby,https://en.wikipedia.org/wiki/The_Great_Gatsby_(2013_film)
Once Upon a Time...in Hollywood,https://en.wikipedia.org/wiki/Once_Upon_a_Time_in_Hollywood
The Pursuit of Happyness,https://en.wikipedia.org/wiki/The_Pursuit_of_Happyness
Django Unchained,https://en.wikipedia.org/wiki/Django_Unchained
Godzilla Minus One,https://en.wikipedia.org/wiki/Godzilla_Minus_One
Crazy Rich Asians,https://en.wikipedia.org/wiki/Crazy_Rich_Asians_(film)
The Godfather,https://en.wikipedia.org/wiki/The_Godfather
The Godfather Part II,https://en.wikipedia.org/wiki/The_Godfather_Part_II
City of God,https://en.wikipedia.org/wiki/City_of_God_(2002_film)
Goodfellas,https://en.wikipedia.org/wiki/Goodfellas
Everything Everywhere All at Once,https://en.wikipedia.org/wiki/Everything_Everywhere_All_at_Once
Fight Club,https://en.wikipedia.org/wiki/Fight_Club
The Platform,https://en.wikipedia.org/wiki/The_Platform_(film)
Boyz n the Hood,https://en.wikipedia.org/wiki/Boyz_n_the_Hood
Straight Outta Compton,https://en.wikipedia.org/wiki/Straight_Outta_Compton_(film)
Training Day,https://en.wikipedia.org/wiki/Training_Day
My Neighbor Totoro,https://en.wikipedia.org/wiki/My_Neighbor_Totoro
Spirited Away,https://en.wikipedia.org/wiki/Spirited_Away
Howl's Moving Castle,https://en.wikipedia.org/wiki/Howl%27s_Moving_Castle_(film)
Top Gun,https://en.wikipedia.org/wiki/Top_Gun
Top Gun: Maverick,https://en.wikipedia.org/wiki/Top_Gun:_Maverick
Mirror,https://en.wikipedia.org/wiki/Mirror_(film)
The Boy in the Striped Pyjamas,https://en.wikipedia.org/wiki/The_Boy_in_the_Striped_Pyjamas_(film)
The Theory of Everything,https://en.wikipedia.org/wiki/The_Theory_of_Everything_(2014_film)
The Truman Show,https://en.wikipedia.org/wiki/The_Truman_Show
Roots,https://en.wikipedia.org/wiki/Roots_(1977_miniseries)
Her,https://en.wikipedia.org/wiki/Her_(film)
Inception,https://en.wikipedia.org/wiki/Inception
Your Name,https://en.wikipedia.org/wiki/Your_Name
Get Out,https://en.wikipedia.org/wiki/Get_Out
The Revenant,https://en.wikipedia.org/wiki/The_Revenant_(2015_film)
La La Land,https://en.wikipedia.org/wiki/La_La_Land
The Florida Project,https://en.wikipedia.org/wiki/The_Florida_Project
The Lighthouse,https://en.wikipedia.org/wiki/The_Lighthouse_(2019_film)
Koyaanisqatsi,https://en.wikipedia.org/wiki/Koyaanisqatsi
Forrest Gump,https://en.wikipedia.org/wiki/Forrest_Gump
Napoleon Dynamite,https://en.wikipedia.org/wiki/Napoleon_Dynamite
Weathering with You,https://en.wikipedia.org/wiki/Weathering_with_You
Bernie,https://en.wikipedia.org/wiki/Bernie_(2011_film)
Rain Man,https://en.wikipedia.org/wiki/Rain_Man
Home Alone,https://en.wikipedia.org/wiki/Home_Alone
Home Alone 2: Lost in New York,https://en.wikipedia.org/wiki/Home_Alone_2:_Lost_in_New_York
Mission: Impossible,https://en.wikipedia.org/wiki/Mission:_Impossible_(film)
Mission: Impossible 2,https://en.wikipedia.org/wiki/Mission:_Impossible_2
Mission: Impossible III,https://en.wikipedia.org/wiki/Mission:_Impossible_III
Mission: Impossible - Ghost Protocol,https://en.wikipedia.org/wiki/Mission:_Impossible_%E2%80%93_Ghost_Protocol
Pirates of the Caribbean: The Curse of the Black Pearl,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl
Pirates of the Caribbean: Dead Man's Chest,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest
Pirates of the Caribbean: At World's End,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End
The Fast and the Furious,https://en.wikipedia.org/wiki/The_Fast_and_the_Furious_(2001_film)
2 Fast 2 Furious,https://en.wikipedia.org/wiki/2_Fast_2_Furious
The Fast and the Furious: Tokyo Drift,https://en.wikipedia.org/wiki/The_Fast_and_the_Furious:_Tokyo_Drift
Fast & Furious,https://en.wikipedia.org/wiki/Fast_%26_Furious_(2009_film)
Fast Five,https://en.wikipedia.org/wiki/Fast_Five
Fast & Furious 6,https://en.wikipedia.org/wiki/Fast_%26_Furious_6
Furious 7,https://en.wikipedia.org/wiki/Furious_7
The Call,https://en.wikipedia.org/wiki/The_Call_(2013_film)
Slumdog Millionaire,https://en.wikipedia.org/wiki/Slumdog_Millionaire
Batman Begins,https://en.wikipedia.org/wiki/Batman_Begins
The Dark Knight Rises,https://en.wikipedia.org/wiki/The_Dark_Knight_Rises
The Dark Knight Rises,https://en.wikipedia.org/wiki/The_Dark_Knight_Rises
The Conjuring,https://en.wikipedia.org/wiki/The_Conjuring
The Conjuring 2,https://en.wikipedia.org/wiki/The_Conjuring_2
The Conjuring: The Devil Made Me Do It,https://en.wikipedia.org/wiki/The_Conjuring:_The_Devil_Made_Me_Do_It
Scream,https://en.wikipedia.org/wiki/Scream_(1996_film)
Friday the 13th,https://en.wikipedia.org/wiki/Friday_the_13th_(1980_film)
Halloween,https://en.wikipedia.org/wiki/Halloween_(1978_film)
Halloween,https://en.wikipedia.org/wiki/Halloween_(2018_film)
Halloween Kills,https://en.wikipedia.org/wiki/Halloween_Kills
Halloween Ends,https://en.wikipedia.org/wiki/Halloween_Ends
A Nightmare on Elm Street,https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street
Taken,https://en.wikipedia.org/wiki/Taken_(film)
American Sniper,https://en.wikipedia.org/wiki/American_Sniper
The Martian,https://en.wikipedia.org/wiki/The_Martian_(film)
I Am Not Your Negro,https://en.wikipedia.org/wiki/I_Am_Not_Your_Negro
An Inspector Calls,https://en.wikipedia.org/wiki/An_Inspector_Calls_(2015_TV_film)
Travis Scott: Look Mom I Can Fly,https://en.wikipedia.org/wiki/Travis_Scott:_Look_Mom_I_Can_Fly
Close-Up,https://en.wikipedia.org/wiki/Close-Up_(1990_film)
1917,https://en.wikipedia.org/wiki/1917_(2019_film)
Full Metal Jacket,https://en.wikipedia.org/wiki/Full_Metal_Jacket
Dunkirk,https://en.wikipedia.org/wiki/Dunkirk_(2017_film)
Scarface,https://en.wikipedia.org/wiki/Scarface_(1983_film)
The Idol,https://en.wikipedia.org/wiki/The_Idol_(TV_series)
Nightcrawler,https://en.wikipedia.org/wiki/Nightcrawler_(film)
Southpaw,https://en.wikipedia.org/wiki/Southpaw_(film)
Heat,https://en.wikipedia.org/wiki/Heat_(1995_film)
Casablanca,https://en.wikipedia.org/wiki/Casablanca_(film)
The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Reservoir Dogs,https://en.wikipedia.org/wiki/Reservoir_Dogs
Logan,https://en.wikipedia.org/wiki/Logan_(film)
A Clockwork Orange,https://en.wikipedia.org/wiki/A_Clockwork_Orange_(film)
Kidulthood,https://en.wikipedia.org/wiki/Kidulthood
Ex Machina,https://en.wikipedia.org/wiki/Ex_Machina_(film)
Perfect Blue,https://en.wikipedia.org/wiki/Perfect_Blue
Blade Runner,https://en.wikipedia.org/wiki/Blade_Runner
Blade Runner 2049,https://en.wikipedia.org/wiki/Blade_Runner_2049
Groundhog Day,https://en.wikipedia.org/wiki/Groundhog_Day_(film)
Trainspotting,https://en.wikipedia.org/wiki/Trainspotting_(film)
Children of Men,https://en.wikipedia.org/wiki/Children_of_Men
Call Me by Your Name,https://en.wikipedia.org/wiki/Call_Me_by_Your_Name_(film)
The Notebook,https://en.wikipedia.org/wiki/The_Notebook
Mad Max,https://en.wikipedia.org/wiki/Mad_Max_(film)
Mad Max 2,https://en.wikipedia.org/wiki/Mad_Max_2
Mad Max Beyond Thunderdome,https://en.wikipedia.org/wiki/Mad_Max_Beyond_Thunderdome
Mad Max: Fury Road,https://en.wikipedia.org/wiki/Mad_Max:_Fury_Road
Braveheart,https://en.wikipedia.org/wiki/Braveheart
300,https://en.wikipedia.org/wiki/300_(film)
Titanic,https://en.wikipedia.org/wiki/Titanic_(1997_film)
Birdman,https://en.wikipedia.org/wiki/Birdman_(film)
Inglourious Basterds,https://en.wikipedia.org/wiki/Inglourious_Basterds
Dope,https://en.wikipedia.org/wiki/Dope_(2015_film)
Singin' in the Rain,https://en.wikipedia.org/wiki/Singin%27_in_the_Rain
Saving Private Ryan,https://en.wikipedia.org/wiki/Saving_Private_Ryan
The Social Network,https://en.wikipedia.org/wiki/The_Social_Network
BlacKkKlansman,https://en.wikipedia.org/wiki/BlacKkKlansman
Isle of Dogs,https://en.wikipedia.org/wiki/Isle_of_Dogs_(film)
The Breakfast Club,https://en.wikipedia.org/wiki/The_Breakfast_Club
Ferris Bueller's Day Off,https://en.wikipedia.org/wiki/Ferris_Bueller%27s_Day_Off
Self Made,https://en.wikipedia.org/wiki/Self_Made_(miniseries)
The Founder,https://en.wikipedia.org/wiki/The_Founder
The Imitation Game,https://en.wikipedia.org/wiki/The_Imitation_Game
Super 30,https://en.wikipedia.org/wiki/Super_30_(film)
The Man Who Knew Infinity,https://en.wikipedia.org/wiki/The_Man_Who_Knew_Infinity
Life of Pi,https://en.wikipedia.org/wiki/Life_of_Pi_(film)
Tenet,https://en.wikipedia.org/wiki/Tenet_(film)
Past Lives,https://en.wikipedia.org/wiki/Past_Lives_(film)
La Jetée,https://en.wikipedia.org/wiki/La_Jet%C3%A9e
Midsommar,https://en.wikipedia.org/wiki/Midsommar
Minari,https://en.wikipedia.org/wiki/Minari_(film)
Gone Girl,https://en.wikipedia.org/wiki/Gone_Girl_(film)
Dr. No,https://en.wikipedia.org/wiki/Dr._No_(film)
From Russia with Love,https://en.wikipedia.org/wiki/From_Russia_with_Love_(film)
Goldfinger,https://en.wikipedia.org/wiki/Goldfinger_(film)
Thunderball,https://en.wikipedia.org/wiki/Thunderball_(film)
You Only Live Twice,https://en.wikipedia.org/wiki/You_Only_Live_Twice_(film)
On Her Majesty's Secret Service,https://en.wikipedia.org/wiki/On_Her_Majesty%27s_Secret_Service_(film)
The Spy Who Loved Me,https://en.wikipedia.org/wiki/The_Spy_Who_Loved_Me_(film)
For Your Eyes Only,https://en.wikipedia.org/wiki/For_Your_Eyes_Only_(film)
The Living Daylights,https://en.wikipedia.org/wiki/The_Living_Daylights
Licence to Kill,https://en.wikipedia.org/wiki/Licence_to_Kill
GoldenEye,https://en.wikipedia.org/wiki/GoldenEye
Casino Royale,https://en.wikipedia.org/wiki/Casino_Royale_(2006_film)
Quantum of Solace,https://en.wikipedia.org/wiki/Quantum_of_Solace
Skyfall,https://en.wikipedia.org/wiki/Skyfall
Spectre,https://en.wikipedia.org/wiki/Spectre_(2015_film)
No Time to Die,https://en.wikipedia.org/wiki/No_Time_to_Die
After Hours,https://en.wikipedia.org/wiki/After_Hours_(film)
Ghost in the Shell,https://en.wikipedia.org/wiki/Ghost_in_the_Shell_(1995_film)
Citizen Kane,https://en.wikipedia.org/wiki/Citizen_Kane
Die Hard,https://en.wikipedia.org/wiki/Die_Hard
The Terminator,https://en.wikipedia.org/wiki/The_Terminator
Terminator 2: Judgment Day,https://en.wikipedia.org/wiki/Terminator_2:_Judgment_Day
The Equalizer,https://en.wikipedia.org/wiki/The_Equalizer_(film)
The Equalizer 2,https://en.wikipedia.org/wiki/The_Equalizer_2
The Equalizer 3,https://en.wikipedia.org/wiki/The_Equalizer_3
The Raid,https://en.wikipedia.org/wiki/The_Raid_(2011_film)
The Raid 2,https://en.wikipedia.org/wiki/The_Raid_2
John Wick,https://en.wikipedia.org/wiki/John_Wick_(film)
John Wick: Chapter 2,https://en.wikipedia.org/wiki/John_Wick:_Chapter_2
John Wick: Chapter 3 - Parabellum,https://en.wikipedia.org/wiki/John_Wick:_Chapter_3_%E2%80%93_Parabellum
John Wick: Chapter 4,https://en.wikipedia.org/wiki/John_Wick:_Chapter_4
Uncut Gems,https://en.wikipedia.org/wiki/Uncut_Gems
The Silence of the Lambs,https://en.wikipedia.org/wiki/The_Silence_of_the_Lambs_(film)
Harakiri,https://en.wikipedia.org/wiki/Harakiri_(1962_film)
Grave of the Fireflies,https://en.wikipedia.org/wiki/Grave_of_the_Fireflies
Interstellar,https://en.wikipedia.org/wiki/Interstellar_(film)
Seven,https://en.wikipedia.org/wiki/Seven_(1995_film)
One Flew Over the Cuckoo's Nest,https://en.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film)
The Lord of the Rings: The Fellowship of the Ring,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring
The Lord of the Rings: The Two Towers,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Two_Towers
The Lord of the Rings: The Return of the King,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King
The Hobbit: An Unexpected Journey,https://en.wikipedia.org/wiki/The_Hobbit:_An_Unexpected_Journey
The Hobbit: The Desolation of Smaug,https://en.wikipedia.org/wiki/The_Hobbit:_The_Desolation_of_Smaug
The Hobbit: The Battle of the Five Armies,https://en.wikipedia.org/wiki/The_Hobbit:_The_Battle_of_the_Five_Armies
Harry Potter and the Philosopher's Stone,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Philosopher%27s_Stone_(film)
Harry Potter and the Chamber of Secrets,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_(film)
Harry Potter and the Prisoner of Azkaban,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Prisoner_of_Azkaban_(film)
Harry Potter and the Goblet of Fire,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Goblet_of_Fire_(film)
Harry Potter and the Order of the Phoenix,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_(film)
Harry Potter and the Half-Blood Prince,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_(film)
Harry Potter and the Deathly Hallows - Part 1,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1
Harry Potter and the Deathly Hallows - Part 2,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_2
The Intouchables,https://en.wikipedia.org/wiki/The_Intouchables
La Haine,https://en.wikipedia.org/wiki/La_Haine
Kick-Ass,https://en.wikipedia.org/wiki/Kick-Ass_(film)
Kick-Ass 2,https://en.wikipedia.org/wiki/Kick-Ass_2_(film)
Fighting with My Family,https://en.wikipedia.org/wiki/Fighting_with_My_Family
Shutter Island,https://en.wikipedia.org/wiki/Shutter_Island_(film)
The Wolf of Wall Street,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film)
Black Swan,https://en.wikipedia.org/wiki/Black_Swan_(film)
Dead Poets Society,https://en.wikipedia.org/wiki/Dead_Poets_Society
Grease,https://en.wikipedia.org/wiki/Grease_(film)
Hamilton,https://en.wikipedia.org/wiki/Hamilton_(2020_film)
Katt Williams: The Pimp Chronicles Pt. 1,https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
Katt Williams Live: Let a Playa Play,https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
Katt Williams: American Hustle,https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
Katt Williams: It's Pimpin' Pimpin',https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
Katt Williams: Pimpadelic,https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
Katt Williams: 9 Lives,https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
Katt Williams: Kattpacalypse,https://en.wikipedia.org/wiki/Katt_Williams#Stand-up_comedy_specials
